,text,start,duration
1213,the algorithm?,3203.08,0.72
1214,All right.,3203.8,0.24
1215,"Well, let me at least speed things up.",3204.04,1.583
1216,"So, instead of one page at a
time, so, two, four, six, eight--",3205.623,3.757
1217,"no, ignore that-- 10,
12, 14, 16, and so forth.",3209.38,4.04
1218,"It's a little hard to do,
physically, but it sounded faster.",3213.42,2.5
1219,"It was twice as fast,
theoretically, but is it correct?",3215.92,2.895
1220,AUDIENCE: No.,3218.815,0.69
1221,"DAVID J. MALAN: So, no.",3219.505,0.975
1222,Why?,3220.48,0.73
1223,Yeah?,3221.21,0.5
1224,"AUDIENCE: Yeah, you might [INAUDIBLE].",3221.71,1.47
1225,"DAVID J. MALAN: Yeah, I might miss
John Harvard because, just by accident,",3223.18,3.083
1226,"he might get sandwiched
between two pages.",3226.263,2.227
1227,"But do I have to throw the
algorithm out altogether?",3228.49,3.72
1228,Probably not.,3232.21,1.05
1229,"Once I reach the K section,
which is past the J section,",3233.26,2.813
1230,"I could double back at least one
page, at least, [PATS TELEPHONE BOOK]",3236.073,2.917
1231,"and just make sure I didn't
blow past him completely.",3238.99,2.55
1232,"So that is twice as fast,
because I'm going two pages",3241.54,2.91
1233,"at a time, plus one extra step.",3244.45,1.472
1234,So it's still an improvement.,3245.922,1.208
1235,"So the first algorithm,
worst case, if it's",3247.13,1.792
1236,"not John, but someone
whose name starts with Z,",3248.922,1.978
1237,"that might take me a full 1,000 steps.",3250.9,1.96
1238,"The second algorithm is
just 500 steps because I'm",3252.86,3.35
1239,"going two pages at a time plus
one, in case I have to double back,",3256.21,3.45
1240,but that's in the worst case.,3259.66,1.33
1241,"But most of us in the-- in yesteryear,
and what Apple, and Google, and others",3260.99,5.09
1242,"are actually doing is, in
software or here, physically,",3266.08,3.36
1243,"we're typically going,
roughly, to the middle.",3269.44,2.1
1244,"Especially if there's no cheat
sheet on the side, like A through Z,",3271.54,2.82
1245,"I'm just going to go
to, roughly, the middle.",3274.36,1.875
1246,"And, oh, here I am, not
surprisingly, in the M section.",3276.235,2.685
1247,But what do I now know.,3278.92,1.44
1248,"If this is the M section,
where is John Harvard?",3280.36,3.3
1249,"So, clearly, to the
left, alphabetically.",3283.66,2.47
1250,"And so here is where we can take a
much bigger bite out of the problem.",3286.13,3.53
1251,"We can really divide
and conquer this problem",3289.66,2.82
1252,"by tearing [TEARS BOOK] the problem
in half, throwing half of it",3292.48,3.6
1253,"away, 500 pages away, leaving
me with a smaller problem,",3296.08,5.16
1254,"half as big, that I can
really just now repeat.",3301.24,3.13
1255,"So I go, roughly, here, and
now I'm in the E section.",3304.37,2.78
1256,So I went a little too far back.,3307.15,1.952
1257,But what do I now know?,3309.102,0.958
1258,"If this is the E pages, where's John?",3310.06,1.62
1259,AUDIENCE: To the right.,3311.68,0.78
1260,"DAVID J. MALAN: So
now he's to the right.",3312.46,1.23
1261,"So I can-- again, hopefully,
he's not on that page.",3313.69,2.125
1262,"I can tear the problem in half
again, throw that 250 pages away.",3315.815,4.565
1263,"And now I've gone from
1,000 to 500 to 250 pages.",3320.38,3.15
1264,"Now I'm moving because the first
algorithm was one page at a time,",3323.53,2.94
1265,second was two.,3326.47,0.81
1266,This is hundreds of pages at a time.,3327.28,2.093
1267,"And if I go, roughly, again,
to the middle; roughly,",3329.373,2.167
1268,"to the middle; roughly, to
the middle, hopefully, I'll",3331.54,2.25
1269,find John Harvard on one final page.,3333.79,2.56
1270,"Can only do this once,
but one final page.",3336.35,2.79
1271,"So that invites the
question, I would think,",3339.14,2.87
1272,"if the phone book does
have 1,000 or so pages,",3342.01,2.67
1273,"how many times can I divide the problem
in half to get down to one last page?",3344.68,5.53
1274,"So it's, roughly, 10.",3350.21,1.37
1275,"And the quick math is 1,000 goes to
500 to 250 to 125 to 67 something.",3351.58,4.623
1276,"So we have to deal with
rounding issues, eventually.",3356.203,2.167
1277,"But assuming we work out the math,
it's, roughly, 10 page tears.",3358.37,3.27
1278,"And that's crazy faster than 1,000
pages and still faster than 500 pages.",3361.64,5.94
1279,So it's fundamentally better.,3367.58,1.77
1280,"And, indeed, if I finally get to that
final page, in the software world,",3369.35,4.442
1281,"you'd see something like this,
John Harvard and his number,",3373.792,2.458
1282,which you're welcome to call or text.,3376.25,1.56
1283,"But that's how we now have our answer,
much like the single page there.",3377.81,5.04
1284,"But let's consider just how
efficient that actually is.",3382.85,4.24
1285,"So here's a very rough, broad--
with broad strokes, a chart.",3387.09,3.47
1286,So here's an xy plot.,3390.56,1.438
1287,"So here, on the horizontal, is
going to be the size of the problem.",3391.998,2.792
1288,"And, by that, I mean, how many
pages are we trying to go through?",3394.79,3.57
1289,This would be zero pages.,3398.36,1.53
1290,This would be a lot of pages.,3399.89,1.59
1291,"How much time does it
take to solve the problem?",3401.48,2.13
1292,"How long does it take to find
John Harvard or anyone else?",3403.61,2.49
1293,This means no time.,3406.1,1.44
1294,This means a lot of time.,3407.54,1.42
1295,"So what's the relationship
among these algorithms?",3408.96,2.15
1296,"Well, the first one is
actually just a straight line.",3411.11,2.38
1297,"If there's n pages in
the phone book, well, I",3413.49,3.84
1298,"claim that it's a
one-to-one relationship.",3417.33,2.73
1299,"Because if Verizon or the phone
company adds another page next year,",3420.06,4.23
1300,"that just means I might have
one more step next year,",3424.29,2.61
1301,"as well, to find John
Harvard or anyone else.",3426.9,3.09
1302,"But the second algorithm,
it's also a straight line,",3429.99,2.94
1303,"but it's lower, even though
it might not look obvious.",3432.93,2.365
1304,And what do I mean by that?,3435.295,1.125
1305,"Well, let me just draw
some temporary lines.",3436.42,1.833
1306,"If this is how many pages
are in the phone book-- dot,",3438.253,2.357
1307,"dot, dot-- notice that it takes
this much time, on the red line,",3440.61,3.48
1308,to solve the problem.,3444.09,1.27
1309,"But if I, instead, use
the second algorithm,",3445.36,3.17
1310,it takes me half as much time.,3448.53,1.977
1311,"So, even though they're
both straight lines,",3450.507,1.833
1312,"one is strictly lower than the
other, which means it's faster.",3452.34,2.583
1313,It's better.,3454.923,0.717
1314,"But the third algorithm is a
fundamentally different shape,",3455.64,2.67
1315,"and it looks a little
something like this.",3458.31,1.78
1316,"And it looks like it's going to
flatten, flatten, flatten out,",3460.09,2.28
1317,but it never does.,3462.37,0.89
1318,It just rises ever so slowly.,3463.26,2.91
1319,"And what this means is that if
maybe Cambridge and Allston, here",3466.17,3.12
1320,"in Massachusetts, merge next year,
so we go from 1,000 page phone book",3469.29,3.74
1321,"to a 2,000 page phone book, that
means, if we're here this year,",3473.03,5.07
1322,we're over here next year.,3478.1,1.56
1323,It's not all that much higher.,3479.66,1.53
1324,"But it would be much higher if we
were using the first two algorithms.",3481.19,3.13
1325,Why?,3484.32,0.5
1326,"It'd be an extra 1,000 steps to
find someone in that combined phone",3484.82,3.06
1327,book or maybe another 500 steps.,3487.88,2.01
1328,"But, to be clear, if we're using
my third and final algorithm,",3489.89,3.63
1329,"how many more steps will
it take me next year,",3493.52,2.1
1330,"when Cambridge and Allston merge
into one 2,000-page phone book?",3495.62,5.31
1331,"Just one more step, no big deal.",3500.93,1.87
1332,It's one more page tear.,3502.8,1.6
1333,"And this is what we mean,
ultimately, about not just writing",3504.4,2.5
1334,"code or implementing algorithms
that are correct, but, now,",3506.9,2.82
1335,"that are well-designed or
efficient, specifically.",3509.72,3.35
1336,"And this is what makes someone
a better programmer, perhaps,",3513.07,2.5
1337,"than someone else, or a better
problem-solver than someone else,",3515.57,2.667
1338,"is acquiring, over time, these skills.",3518.237,1.893
1339,"So that, sure, you could solve
the problem quickly and dirtily,",3520.13,3.15
1340,"so to speak, but if you're
going to have a lot of data",3523.28,2.28
1341,"eventually, be it in your phone book
or maybe your Google website index,",3525.56,3.932
1342,"if you're searching
the web, you're going",3529.492,1.708
1343,"to want to try to think about how to
design algorithms that look like this.",3531.2,3.34
1344,"Mathematically, this
is called a logarithm.",3534.54,1.83
1345,"And it's log base 2 because I'm halving,
halving, halving, again and again.",3536.37,3.125
1346,"But, for now, just know that it's a
fundamentally faster and different",3539.495,3.625
1347,shape.,3543.12,0.7
1348,"So, among our goals in CS50,
ultimately, is not just",3543.82,2.51
1349,"to write and solve problems correctly,
but, ultimately, ever more efficiently,",3546.33,5.94
1350,as well.,3552.27,1.33
1351,"Any questions, then, on these
ideas of efficiency and design?",3553.6,6.51
1352,Any questions here?,3560.11,1.37
1353,"Yeah, in back?",3561.48,0.6
1354,AUDIENCE: [INAUDIBLE].,3562.08,1.4
1355,DAVID J. MALAN: A good question.,3563.48,0.69
1356,"Just to repeat it, can a graph like this
capture the accuracy of the algorithm?",3564.17,3.292
1357,"Short answer, no.",3567.462,1.178
1358,"For instance, if I drew
a straight line that",3568.64,2.82
1359,"is super low on this graph, which
would imply that the algorithm takes",3571.46,4.11
1360,"the same amount of time, no
matter how many pages there are,",3575.57,2.67
1361,"my algorithm might actually be to
just pull a random page from the phone",3578.24,3.24
1362,"book, one step, and say, here it is.",3581.48,1.75
1363,"But that's not necessarily
going to be accurate,",3583.23,2.0
1364,"unless I get really, really lucky.",3585.23,1.78
1365,"So the graph really only
speaks to efficiency",3587.01,2.81
1366,"and the design of the algorithm,
not the correctness of it.",3589.82,3.06
1367,"To analyze the correctness, you need
to use another mechanism altogether,",3592.88,4.29
1368,"namely, logic.",3597.17,1.11
1369,"Other questions now, on
efficiency, in this way?",3598.28,3.84
1370,No?,3602.12,0.82
1371,All right.,3602.94,0.5
1372,"So, with that in mind, let's begin to
translate this to some actual code.",3603.44,4.65
1373,"And, in fact, before we look at,
today, one actual programming language,",3608.09,3.54
1374,"albeit a graphical one, let's
consider something called pseudocode.",3611.63,3.09
1375,So pseudocode has no formal meaning.,3614.72,1.777
1376,"Generally, you write it in English or
whatever your own human language is.",3616.497,3.083
1377,"But you write your thoughts down
tersely, succinct, but precisely.",3619.58,6.02
1378,"You try to really convey your
thoughts, not with a wave of the hand,",3625.6,2.97
1379,"metaphorically, but
step by step, precisely.",3628.57,2.94
1380,So what do I mean by this?,3631.51,1.14
1381,"Here might be some
representative pseudocode",3632.65,2.73
1382,"via which I describe that third
and final algorithm in a way",3635.38,3.957
1383,"that I could hand it to you and
you could do the same at home.",3639.337,2.583
1384,"Or I could hand it to someone at Google,
and they could implement it in Android.",3641.92,3.505
1385,"Or I could hand it to someone at Apple,
and they could implement it in iOS.",3645.425,3.125
1386,"So, step one, I claimed,
was ""Pick up phone book.""",3648.55,2.73
1387,"Step two was ""Open to the
middle of the phone book.""",3651.28,3.15
1388,"Step three, ""Look at
the page,"" as I did.",3654.43,2.715
1389,"And now things get a
little more interesting.",3657.145,1.875
1390,"Step four, ""If person is on
page,"" I have to make a decision.",3659.02,4.74
1391,"Presumably, what should I do if John
Harvard is on the page I'm looking at?",3663.76,4.05
1392,"So stop and probably make the call, or
email, or whatever the goal might be.",3667.81,4.24
1393,"And so I'm going to actually indent
this, visually, by a few spaces,",3672.05,3.38
1394,"just to make clear that you should only
do line five if the answer to line four",3675.43,4.47
1395,is yes.,3679.9,1.23
1396,"Otherwise, you don't bother.",3681.13,1.23
1397,"The next thing I'm going to do, line
six, is consider another possibility.",3682.36,4.28
1398,"""If the person I'm
looking for is earlier",3686.64,2.34
1399,"in the book,"" what do I want to do?",3688.98,1.825
1400,"Well, I could write--",3690.805,0.875
1401,"I could describe this
in a bunch of ways.",3691.68,1.708
1402,"I'm going to do this
tersely, as follows.",3693.388,1.802
1403,"""Open to the middle of
the left half of the book,",3695.19,3.72
1404,"so it's open to the middle
of the left half of the book.",3698.91,2.7
1405,"And then, what am I going to do?",3701.61,1.71
1406,"Well, I've just divided the
problem into something smaller.",3703.32,3.31
1407,But it's fundamentally the same problem.,3706.63,1.95
1408,It's just a fewer number of pages.,3708.58,2.52
1409,"So I'm just going to go back
to line three and do it again",3711.1,2.917
1410,"because the problem is just getting
smaller and smaller, presumably.",3714.017,2.833
